"y","cov_rd","cov_bldg","cov_ratio","avg_dist_rd","min_dist_rd","ht_min_dist_rd","cov_buffer1","cov_buffer2","cov_buffer3","cov_buffer4","ht_buffer1","ht_buffer2","ht_buffer3","ht_buffer4","htmax_buffer1","htmax_buffer2","htmax_buffer3","htmax_buffer4"
0.744096178617432,0.0192233756247597,0.104575163398693,5.44,14.5555821984526,2.23606797749979,9,0.320595731306745,0.58458610437022,0.616970551089319,0,10.32,16.8241758241758,12,0,20,20,12,0
0.717297762478485,0.0192233756247597,0.106497500961169,5.54,14.5318847267177,2.23606797749979,20,0.270143968673157,0.842421762146599,0.435043676831453,0,10.7272727272727,11.0948275862069,18,0,20,13,18,0
0.708203530633437,0.0192233756247597,0.259515570934256,13.5,14.7468763538324,2,14,0.725190063112225,2.3681404049375,0.733713568411972,0,12.7678571428571,9.71951219512195,15.2686567164179,0,18,18,18,0
0.677991886409736,0.0192233756247597,0.241830065359477,12.58,13.2307252323168,2.23606797749979,18,0.857948435102541,1.91631853135149,0.425320181230435,0,11.9363057324841,13.007326007326,17,0,19,19,17,0
0.661880500231589,0.0192233756247597,0.169934640522876,8.84,14.1386689824196,3,19,0.603236101400987,1.65639250988733,0.143021019711085,0,15.1601941747573,15.7873303167421,14,0,20,19,14,0
0.701298701298701,0.0192233756247597,0.171088043060361,8.9,13.3142309119808,2.82842712474619,20,0.576049461791653,1.50418081072958,0.197675439063327,0,11.6553398058252,12.7716894977169,16,0,20,19,16,0
0.682066567312469,0.0192233756247597,0.226066897347174,11.76,13.0382992855442,2,15,0.739673269307666,1.85804307934695,0.349811517512238,0,12.4579124579125,10.0700389105058,13.1470588235294,0,20,20,18,0
0.716588884174798,0.0192233756247597,0.0938100730488274,4.88,12.9065424603681,2.23606797749979,13,0.42004293531172,0.466073703319913,0.324647052383292,0,14.9448275862069,7.82608695652174,17.6333333333333,0,19,10,18,0
0.689882352941177,0.0192233756247597,0.183006535947712,9.52,13.1797372296266,2,6,0.632558120126168,1.12468434571887,0.654735589250028,0,9.09387755102041,13.0174418604651,16.9322033898305,0,19,20,18,0
0.717507175071751,0.0192233756247597,0.0622837370242214,3.24,8.85101694461987,2.82842712474619,5,0.255656357840574,0.295618053935058,0,0,8.38461538461539,9,0,0,15,9,0,0
0.64142647777235,0.0192233756247597,0.212995001922338,11.08,13.2138591359127,2.82842712474619,17,0.724177080870563,1.64811606934406,0.442192801840598,0,15.7826086956522,8.90677966101695,16.3095238095238,0,20,17,19,0
0.661669165417291,0.0192233756247597,0.230680507497116,12,13.5695566176082,2,12,0.933289348908833,1.77532763573027,0.421615222421619,0,9.40061162079511,8.85106382978723,11.8421052631579,0,16,16,13,0
0.831061544816192,0.0192233756247597,0.069204152249135,3.6,13.6143597641921,3,13,0.329104190695886,0.130403409842155,0.482662625357603,0,13.1666666666667,4,7.55555555555556,0,20,4,9,0
